Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
kɯɤmtɕoʁ ɯstu nɯ pɯkɤʁndzɤr tɕe	kɤmtɕoʁ stu nɯ pɯkɤʁndzɤr tɕe	['k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'ɯ', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'S', 't', 'ɕ', 'e']	['k', '*', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', '*', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'S', 't', 'ɕ', 'e']	0.926	0.944	0.972
akɤnɯzdɯɣ ri kɯtu me tɕ	akɤnɯzdɯɣ ri kɯtu me tɕe	['a', 'k', 'ɤ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'r', 'i', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'e', 'S', 't', 'ɕ', '*']	['a', 'k', 'ɤ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'r', 'i', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e']	0.922	0.971	0.941
tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯ nɯra tot	tɕendɤre ɯŋga maka kɯtu maŋe nɤ tɯŋga toŋga maŋe nɯ nɯra toti	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 'ŋ', 'g', 'a', 'S', 't', 'o', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'o', 't', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɤ', 'S', 't', 'ɯ', 'ŋ', 'g', 'a', 'S', 't', 'o', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'o', 't', 'i']	0.865	0.917	0.935
tɯrme ɣɯ tɯŋgo ɲɯŋu tɕ	tɯrme ɣɯ tuŋgo ɲɯŋu tɕe	['t', 'ɯ', 'r', 'm', 'e', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɯ', 'ŋ', 'g', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'ɣ', 'ɯ', 'S', 't', 'u', 'ŋ', 'g', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.871	0.929	0.911
tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋ	tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	['t', 'ɕ', 'e', 'S', 't', 'o', 'ŋ', 'S', 'ɲ', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'u', '́', 'n', 'd', 'ʐ', 'a', 'S', 't', 'o', 'ŋ', 'p', 'h', 'ɯ', 'l', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 't', 'o', 'ŋ', 'S', 'ɲ', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'u', '́', 'n', 'd', 'ʐ', 'a', 'S', 't', 'o', 'ŋ', 'p', 'h', 'ɯ', 'l', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	0.945	0.985	0.955
wuma ʑo mɯ́jnɯɣɯ mɯ́jnɯɣɯjpa tɕ	wuma ʑo mini ɣɯ mɯj nɯɣɯ jpa tɕe	['w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'n', 'ɯ', 'ɣ', 'ɯ', 'S', 'm', 'ɯ', '́', 'j', 'n', 'ɯ', 'ɣ', 'ɯ', '*', 'j', 'p', 'a', 'S', 't', 'ɕ', '*']	['w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'm', '*', 'i', 'n', 'i', 'S', 'ɣ', 'ɯ', 'S', 'm', 'ɯ', 'j', 'S', 'n', 'ɯ', 'ɣ', 'ɯ', 'S', 'j', 'p', 'a', 'S', 't', 'ɕ', 'e']	0.69	0.754	0.806
rtazga nɯ pjɯ́wɣta ŋ	tazga nɯ pjɯ́wɣta ŋu	['r', 't', 'a', 'z', 'g', 'a', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 't', 'a', 'S', 'ŋ', '*']	['*', 't', 'a', 'z', 'g', 'a', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 't', 'a', 'S', 'ŋ', 'u']	0.812	0.875	0.875
tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza p	tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	['t', 'ɕ', 'e', 'S', 'm', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'r', 'u', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'f', 's', 'a', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'p', '*']	['t', 'ɕ', 'e', 'S', 'm', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'r', 'u', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'f', 's', 'a', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'p', 'e']	0.933	0.975	0.95
pɯnɯcinɯ ʑo tɕe nɯ kunaχthɤβ tɕ	pɯnɯcinɯ ʑo tɕe tɕe nɯ kunaχthɤβ tɕe	['p', 'ɯ', 'n', 'ɯ', 'c', 'i', 'n', 'ɯ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*', '*', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'a', 'χ', 't', 'h', 'ɤ', 'β', 'S', 't', 'ɕ', '*']	['p', 'ɯ', 'n', 'ɯ', 'c', 'i', 'n', 'ɯ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'a', 'χ', 't', 'h', 'ɤ', 'β', 'S', 't', 'ɕ', 'e']	0.898	0.925	0.947
tɤrɤku ra ɣɯmɯrki ra ma m	tɤrɤku ra ɣɯmɯrki ra ma me	['t', 'ɤ', 'r', 'ɤ', 'k', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'm', 'ɯ', 'r', 'k', 'i', 'S', 'r', 'a', 'S', 'm', 'a', 'S', 'm', '*']	['t', 'ɤ', 'r', 'ɤ', 'k', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'm', 'ɯ', 'r', 'k', 'i', 'S', 'r', 'a', 'S', 'm', 'a', 'S', 'm', 'e']	0.846	0.923	0.923
tɕe li kɯnɯkho joɕ	tɕe li kɯnɯkho joɕe	['t', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'n', 'ɯ', 'k', 'h', 'o', 'S', 'j', 'o', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'n', 'ɯ', 'k', 'h', 'o', 'S', 'j', 'o', 'ɕ', 'e']	0.897	0.962	0.923
iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ li kɯrɤtsɣe ra nɯrca joɕe tɕe	iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ ali kɯrɤtsɣe ra nɯrca joɕe tɕe	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 't', 'ɯ', 'l', 'ɤ', 't', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', '*', 'l', 'i', 'S', 'k', 'ɯ', 'r', 'ɤ', 't', 's', 'ɣ', 'e', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', 'S', 'j', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 't', 'ɯ', 'l', 'ɤ', 't', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'a', 'l', 'i', 'S', 'k', 'ɯ', 'r', 'ɤ', 't', 's', 'ɣ', 'e', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', 'S', 'j', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.949	0.991	0.955
ma nɯnɯ zrɯɣ nɯ li saʁnɤ	ma nɯnɯ zrɯɣ nɯ li saʁnɤt	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'z', 'r', 'ɯ', 'ɣ', 'S', 'n', 'ɯ', 'S', 'l', 'i', 'S', 's', 'a', 'ʁ', 'n', 'ɤ', '*']	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'z', 'r', 'ɯ', 'ɣ', 'S', 'n', 'ɯ', 'S', 'l', 'i', 'S', 's', 'a', 'ʁ', 'n', 'ɤ', 't']	0.867	0.933	0.933
nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋ	nɯnɯnɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	['n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'k', 'ɯ', 'n', 'ɯ', 'n', 'a', 'S', 'p', 'j', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['n', 'ɯ', 'n', 'ɯ', '*', 'n', 'ɯ', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'k', 'ɯ', 'n', 'ɯ', 'n', 'a', 'S', 'p', 'j', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.929	0.925	0.943
tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕ	tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	['t', 'u', 'ʁ', 'n', 'd', 'i', 'S', 'p', 'j', 'ɯ', 's', 'a', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', '*']	['t', 'u', 'ʁ', 'n', 'd', 'i', 'S', 'p', 'j', 'ɯ', 's', 'a', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	0.937	0.976	0.952
si nɯ apɯndzur qhe	si nɯ apɯmdzo qhea	['s', 'i', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɯ', 'n', 'd', 'z', 'u', 'r', 'S', 'q', 'h', 'e', '*']	['s', 'i', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɯ', 'm', 'd', 'z', '*', 'o', 'S', 'q', 'h', 'e', 'a']	0.667	0.794	0.794
longtou ɯpɤrthɤβ ri nɯro ki ʑo tustunɯ r	longthu pɤrthɤβ ri nɯroki ʑo tustunɯ ra	['l', 'o', 'n', 'g', 't', 'o', 'u', 'S', 'ɯ', 'p', 'ɤ', 'r', 't', 'h', 'ɤ', 'β', 'S', 'r', 'i', 'S', 'n', 'ɯ', 'r', 'o', 'S', 'k', 'i', 'S', 'ʑ', 'o', 'S', 't', 'u', 's', 't', 'u', 'n', 'ɯ', 'S', 'r', '*']	['l', 'o', 'n', 'g', 't', 'h', 'u', 'S', '*', 'p', 'ɤ', 'r', 't', 'h', 'ɤ', 'β', 'S', 'r', 'i', 'S', 'n', 'ɯ', 'r', 'o', '*', 'k', 'i', 'S', 'ʑ', 'o', 'S', 't', 'u', 's', 't', 'u', 'n', 'ɯ', 'S', 'r', 'a']	0.855	0.868	0.909
sɯŋgɯ ri kurɤʑi ɕti tɕe	sɯŋgɯ kurɤʑi ɕti tɕe	['s', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'r', 'i', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e']	['s', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', '*', '*', '*', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e']	0.888	0.933	0.928
χsɯɣjɤn tɤatɕhɯza tɕe tɕendɤre nɯ spjaŋkɯ ɲɯβzea ŋu tɕ	χsɯjɤn ta tɕhɯza tɕe tɕendɤre spjaŋkɯ ɲɯβzea ŋu tɕe	['χ', 's', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 't', 'ɤ', 'a', 't', 'ɕ', 'h', 'ɯ', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 's', 'p', 'j', 'a', 'ŋ', 'k', 'ɯ', 'S', 'ɲ', 'ɯ', 'β', 'z', 'e', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['χ', 's', 'ɯ', '*', 'j', 'ɤ', 'n', 'S', 't', 'a', 'S', 't', 'ɕ', 'h', 'ɯ', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', '*', '*', '*', 'S', 's', 'p', 'j', 'a', 'ŋ', 'k', 'ɯ', 'S', 'ɲ', 'ɯ', 'β', 'z', 'e', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.87	0.932	0.859
kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤr	kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	['k', 'ɤ', 't', 'a', 'ʁ', 'S', 'k', 'ɤ', '́', 'w', 'ɣ', 't', 'h', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['k', 'ɤ', 't', 'a', 'ʁ', 'S', 'k', 'ɤ', '́', 'w', 'ɣ', 't', 'h', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.929	0.98	0.941
tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo ɯsɤtɕha nɯ tɕu nɤki yalishan kɤti nɯnɯtɕ	tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo sɤtɕha nɯtɕu nɤki yalishan kɤti nɯnɯtɕu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ʑ', 'm', 'b', 'r', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 't', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'y', 'a', 'l', 'i', 's', 'h', 'a', 'n', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ʑ', 'm', 'b', 'r', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 't', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', '*', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'y', 'a', 'l', 'i', 's', 'h', 'a', 'n', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 't', 'ɕ', 'u']	0.943	0.94	0.953
ɲɤlɤt tɕe tɕendɤre iɕqha nɯ	ɲɤlɤt tɕe tɕendɤre iɕqha nɯ	['ɲ', 'ɤ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ']	['ɲ', 'ɤ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ']	1.0	1.0	1.0
nɯ ɯtaʁ nɯtɕu iɕqha pjɯrɯ chonɤ rɯnbotɕhi nɯra kundzoʁ ɲɯŋgrɤl tɕe tɕe iɕqha	nɯ ɯtaʁ nɯtɕu iɕqha pjɯrɯ chondɤ rɯnbotɕhi nɯra kundzoʁ ɲɯŋgrɤl tɕe tɕe iɕqha	['n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'p', 'j', 'ɯ', 'r', 'ɯ', 'S', 'c', 'h', 'o', 'n', '*', 'ɤ', 'S', 'r', 'ɯ', 'n', 'b', 'o', 't', 'ɕ', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a']	['n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'p', 'j', 'ɯ', 'r', 'ɯ', 'S', 'c', 'h', 'o', 'n', 'd', 'ɤ', 'S', 'r', 'ɯ', 'n', 'b', 'o', 't', 'ɕ', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a']	0.951	0.981	0.963
ki sakaβ ɯrkɯ nɯtɕu si ɯɣɤ́ʑu tot	ki saka ɯrkɯ tɯ tɕe si ɣɤʑu toti	['k', 'i', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 's', 'i', 'S', 'ɯ', 'ɣ', 'ɤ', '́', 'ʑ', 'u', 'S', 't', 'o', 't', '*']	['k', 'i', 'S', 's', 'a', 'k', 'a', '*', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 't', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'i', 'S', '*', 'ɣ', 'ɤ', '*', 'ʑ', 'u', 'S', 't', 'o', 't', 'i']	0.69	0.857	0.75
tɕe nɯnɯ ndʑɯrwɯz ŋ	tɕe nɯnɯ ndʑɯrwɯz ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'd', 'ʑ', 'ɯ', 'r', 'w', 'ɯ', 'z', 'S', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'd', 'ʑ', 'ɯ', 'r', 'w', 'ɯ', 'z', 'S', 'ŋ', 'u']	0.857	0.929	0.929
nɤki hehua kunɤmɲama ɲɯɕti ma aʑo hehua ɲɯmaʁa	ihuehua kunɤmɲa ma ɲɯɕti ma aʑo huehua ɲɯmaʁa	['n', 'ɤ', 'k', 'i', 'S', 'h', 'e', 'h', 'u', 'a', 'S', 'k', 'u', 'n', 'ɤ', 'm', 'ɲ', 'a', '*', 'm', 'a', 'S', 'ɲ', 'ɯ', 'ɕ', 't', 'i', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'h', '*', 'e', 'h', 'u', 'a', 'S', 'ɲ', 'ɯ', 'm', 'a', 'ʁ', 'a']	['*', '*', '*', 'i', 'h', 'u', 'e', 'h', 'u', 'a', 'S', 'k', 'u', 'n', 'ɤ', 'm', 'ɲ', 'a', 'S', 'm', 'a', 'S', 'ɲ', 'ɯ', 'ɕ', 't', 'i', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'h', 'u', 'e', 'h', 'u', 'a', 'S', 'ɲ', 'ɯ', 'm', 'a', 'ʁ', 'a']	0.853	0.9	0.839
tɕendɤre iɕqha khɯɣɲɟɯ ɣɯ ɯjɤlwa χchoʁe jorɤɕi toti ɲɯŋ	tɕendɤre iɕqha nɯ khɯɣɲɟɯ ɣɯ ɯjɤlwa nɯ χchoʁe jɤrɤɕi toti ɲɯŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', '*', '*', '*', 'k', 'h', 'ɯ', 'ɣ', 'ɲ', 'ɟ', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'j', 'ɤ', 'l', 'w', 'a', '*', '*', '*', 'S', 'χ', 'c', 'h', 'o', 'ʁ', 'e', 'S', 'j', 'o', 'r', 'ɤ', 'ɕ', 'i', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'h', 'ɯ', 'ɣ', 'ɲ', 'ɟ', 'ɯ', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'j', 'ɤ', 'l', 'w', 'a', 'S', 'n', 'ɯ', 'S', 'χ', 'c', 'h', 'o', 'ʁ', 'e', 'S', 'j', 'ɤ', 'r', 'ɤ', 'ɕ', 'i', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.884	0.911	0.951
tɕe tuɣɤzjɤɣlɤɣ ʑo kɯfse ɲɯɕti w	tɕe tuɣɤzjɤɣlɤɣ ʑo kɯfse ɲɯɕti wo	['t', 'ɕ', 'e', 'S', 't', 'u', 'ɣ', 'ɤ', 'z', 'j', 'ɤ', 'ɣ', 'l', 'ɤ', 'ɣ', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ɕ', 't', 'i', 'S', 'w', '*']	['t', 'ɕ', 'e', 'S', 't', 'u', 'ɣ', 'ɤ', 'z', 'j', 'ɤ', 'ɣ', 'l', 'ɤ', 'ɣ', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ɕ', 't', 'i', 'S', 'w', 'o']	0.933	0.975	0.95
tɯrme ci nɯɕar tɕe kɯki nɤki iɕqh	tɯrme ci nɯɕar tɕe kɯki nɤki iɕqha	['t', 'ɯ', 'r', 'm', 'e', 'S', 'c', 'i', 'S', 'n', 'ɯ', 'ɕ', 'a', 'r', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'i', 'ɕ', 'q', 'h', '*']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'c', 'i', 'S', 'n', 'ɯ', 'ɕ', 'a', 'r', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'i', 'ɕ', 'q', 'h', 'a']	0.917	0.969	0.938
pjɯxtsɯnɯ nɤ pjɯxtsɯnɯ tɕ	bjɯxtsɯ nɯ pjɯstsɯnɯ tɕe	['p', 'j', 'ɯ', 'x', 't', 's', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'S', 'p', 'j', 'ɯ', 'x', 't', 's', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', '*']	['b', 'j', 'ɯ', 'x', 't', 's', '*', '*', 'ɯ', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', 's', 't', 's', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	0.597	0.731	0.731
sɲikuku ʑo nɯtɕu lunɤtsoʁ pjɤŋ	sɲikuku ʑo nɯtɕu lunɤtsoʁ pjɤŋu	['s', 'ɲ', 'i', 'k', 'u', 'k', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'u', 'n', 'ɤ', 't', 's', 'o', 'ʁ', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['s', 'ɲ', 'i', 'k', 'u', 'k', 'u', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'l', 'u', 'n', 'ɤ', 't', 's', 'o', 'ʁ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.942	0.989	0.947
