Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char	Lev_dist_char
staʁpɯ nɤki tɯsqar ri ɯcu ɲɯlɤt mɯpɯŋɡrɤl 	staʁpɯ nɤki tɯsqarcu ɲɯlɤtnɯ mɯpɯŋgrɤl	['s', 't', 'a', 'ʁ', 'p', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɯ', 's', 'q', 'a', 'r', 'S', 'r', 'i', 'S', 'ɯ', 'c', 'u', 'S', 'ɲ', 'ɯ', 'l', 'ɤ', 't', '*', '*', 'S', 'm', 'ɯ', 'p', 'ɯ', 'ŋ', 'ɡ', 'r', 'ɤ', 'l', 'S']	['s', 't', 'a', 'ʁ', 'p', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɯ', 's', 'q', 'a', 'r', '*', '*', '*', '*', '*', 'c', 'u', 'S', 'ɲ', 'ɯ', 'l', 'ɤ', 't', 'n', 'ɯ', 'S', 'm', 'ɯ', 'p', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', '*']	0.804	0.879	0.844	0.8860759493670886
χajaŋ nɯ kɯrɯ skɤt ŋu	χaja nɯ kɯrɯskɤt ŋu	['χ', 'a', 'j', 'a', 'ŋ', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', 'ɯ', 'S', 's', 'k', 'ɤ', 't', 'S', 'ŋ', 'u']	['χ', 'a', 'j', 'a', '*', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'r', 'ɯ', '*', 's', 'k', 'ɤ', 't', 'S', 'ŋ', 'u']	0.895	0.929	0.946	0.9487179487179487
iʑora tɕe sɤndɤɣ tutinɯ ɕti	iʑora tɕe sɤndɤɣ tutinɯ ɕti	['i', 'ʑ', 'o', 'r', 'a', 'S', 't', 'ɕ', 'e', 'S', 's', 'ɤ', 'n', 'd', 'ɤ', 'ɣ', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ɕ', 't', 'i']	['i', 'ʑ', 'o', 'r', 'a', 'S', 't', 'ɕ', 'e', 'S', 's', 'ɤ', 'n', 'd', 'ɤ', 'ɣ', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ɕ', 't', 'i']	1.0	1.0	1.0	1.0
ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra 	ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra	['ɕ', 'ɤ', 'r', 'z', 'a', 'ŋ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S']	['ɕ', 'ɤ', 'r', 'z', 'a', 'ŋ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'r', 'a', '*']	0.931	0.938	0.988	0.9827586206896551
kɯɤmtɕoʁ ɯstu nɯ pɯkɤʁndzɤr tɕe 	kɤmtɕoʁ stu nɯ pɯkɤʁndzɤr tɕe	['k', 'ɯ', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', 'ɯ', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'S', 't', 'ɕ', 'e', 'S']	['k', '*', 'ɤ', 'm', 't', 'ɕ', 'o', 'ʁ', 'S', '*', 's', 't', 'u', 'S', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'ʁ', 'n', 'd', 'z', 'ɤ', 'r', 'S', 't', 'ɕ', 'e', '*']	0.92	0.944	0.961	0.95
akɤnɯzdɯɣ ri kɯtu me tɕe	akɤnɯzdɯɣ ri kɯtu me tɕe	['a', 'k', 'ɤ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'r', 'i', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e']	['a', 'k', 'ɤ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'r', 'i', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
cai ɯjwaʁ ɯtaʁ ri ɲɯβze ɲɯŋu	ɣɤʑu qhe ʑɯrɯʑɤri	['c', 'a', 'i', 'S', 'ɯ', 'j', 'w', 'a', 'ʁ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'r', 'i', 'S', 'ɲ', 'ɯ', 'β', 'z', 'e', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['*', '*', '*', '*', '*', 'ɣ', 'ɤ', 'ʑ', 'u', 'S', '*', '*', '*', '*', 'q', 'h', 'e', 'S', 'ʑ', 'ɯ', '*', '*', 'r', 'ɯ', 'ʑ', 'ɤ', 'r', 'i']	0.041	0.523	0.302	0.4772727272727273
tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯ nɯra toti	tɕendɤre ɯŋga maka kɯtu maŋe nɤ tɯŋga toŋga maŋe nɯ nɯra toti	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 'ŋ', 'g', 'a', 'S', 't', 'o', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'o', 't', 'i']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'k', 'a', 'S', 'k', 'ɯ', 't', 'u', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɤ', 'S', 't', 'ɯ', 'ŋ', 'g', 'a', 'S', 't', 'o', 'ŋ', 'g', 'a', 'S', 'm', 'a', 'ŋ', 'e', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'o', 't', 'i']	0.975	0.971	0.99	0.9917355371900827
tɯrme ɣɯ tɯŋgo ɲɯŋu tɕe	tɯrme ɣɯ tuŋgo ɲɯŋu tɕe	['t', 'ɯ', 'r', 'm', 'e', 'S', 'ɣ', 'ɯ', 'S', 't', 'ɯ', 'ŋ', 'g', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'ɣ', 'ɯ', 'S', 't', 'u', 'ŋ', 'g', 'o', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.963	0.962	0.981	0.9777777777777777
tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	['t', 'ɕ', 'e', 'S', 't', 'o', 'ŋ', 'S', 'ɲ', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'u', '́', 'n', 'd', 'ʐ', 'a', 'S', 't', 'o', 'ŋ', 'p', 'h', 'ɯ', 'l', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 't', 'o', 'ŋ', 'S', 'ɲ', 'ɯ', 'f', 's', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'u', '́', 'n', 'd', 'ʐ', 'a', 'S', 't', 'o', 'ŋ', 'p', 'h', 'ɯ', 'l', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	1.0	1.0	1.0	1.0
wuma ʑo mɯ́jnɯɣɯ mɯ́jnɯɣɯjpa tɕe	wuma ʑo mini ɣɯ mɯj nɯɣɯ jpa tɕe	['w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'm', 'ɯ', '́', 'j', 'n', 'ɯ', 'ɣ', 'ɯ', 'S', 'm', 'ɯ', '́', 'j', 'n', 'ɯ', 'ɣ', 'ɯ', '*', 'j', 'p', 'a', 'S', 't', 'ɕ', 'e']	['w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'm', '*', 'i', 'n', 'i', 'S', 'ɣ', 'ɯ', 'S', 'm', 'ɯ', 'j', 'S', 'n', 'ɯ', 'ɣ', 'ɯ', 'S', 'j', 'p', 'a', 'S', 't', 'ɕ', 'e']	0.746	0.81	0.806	0.8888888888888888
rtazga nɯ pjɯ́wɣta ŋu	tazga nɯ pjɯ́wɣta ŋu	['r', 't', 'a', 'z', 'g', 'a', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 't', 'a', 'S', 'ŋ', 'u']	['*', 't', 'a', 'z', 'g', 'a', 'S', 'n', 'ɯ', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 't', 'a', 'S', 'ŋ', 'u']	0.875	0.938	0.938	0.975
tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	['t', 'ɕ', 'e', 'S', 'm', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'r', 'u', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'f', 's', 'a', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'p', 'e']	['t', 'ɕ', 'e', 'S', 'm', 'a', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'r', 'u', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'f', 's', 'a', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'p', 'e']	1.0	1.0	1.0	1.0
pɯnɯcinɯ ʑo tɕe nɯ kunaχthɤβ tɕe	pɯnɯcinɯ ʑo tɕe tɕe nɯ kunaχthɤβ tɕe	['p', 'ɯ', 'n', 'ɯ', 'c', 'i', 'n', 'ɯ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*', '*', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'a', 'χ', 't', 'h', 'ɤ', 'β', 'S', 't', 'ɕ', 'e']	['p', 'ɯ', 'n', 'ɯ', 'c', 'i', 'n', 'ɯ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'n', 'a', 'χ', 't', 'h', 'ɤ', 'β', 'S', 't', 'ɕ', 'e']	0.914	0.943	0.947	0.9402985074626866
tɤrɤku ra ɣɯmɯrki ra ma me	tɤrɤku ra ɣɯmɯrki ra ma me	['t', 'ɤ', 'r', 'ɤ', 'k', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'm', 'ɯ', 'r', 'k', 'i', 'S', 'r', 'a', 'S', 'm', 'a', 'S', 'm', 'e']	['t', 'ɤ', 'r', 'ɤ', 'k', 'u', 'S', 'r', 'a', 'S', 'ɣ', 'ɯ', 'm', 'ɯ', 'r', 'k', 'i', 'S', 'r', 'a', 'S', 'm', 'a', 'S', 'm', 'e']	1.0	1.0	1.0	1.0
tɕe li kɯnɯkho joɕe	tɕe li kɯnɯkho joɕe	['t', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'n', 'ɯ', 'k', 'h', 'o', 'S', 'j', 'o', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɯ', 'n', 'ɯ', 'k', 'h', 'o', 'S', 'j', 'o', 'ɕ', 'e']	1.0	1.0	1.0	1.0
iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ li kɯrɤtsɣe ra nɯrca joɕe tɕe 	iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ ali kɯrɤtsɣe ra nɯrca joɕe tɕe	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 't', 'ɯ', 'l', 'ɤ', 't', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', '*', 'l', 'i', 'S', 'k', 'ɯ', 'r', 'ɤ', 't', 's', 'ɣ', 'e', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', 'S', 'j', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S']	['i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 't', 'ɯ', 'l', 'ɤ', 't', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'm', 'a', 'ʁ', 'S', 'a', 'l', 'i', 'S', 'k', 'ɯ', 'r', 'ɤ', 't', 's', 'ɣ', 'e', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'r', 'c', 'a', 'S', 'j', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', '*']	0.948	0.945	0.951	0.9847328244274809
ma nɯnɯ zrɯɣ nɯ li saʁnɤt	ma nɯnɯ zrɯɣ nɯ li saʁnɤt	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'z', 'r', 'ɯ', 'ɣ', 'S', 'n', 'ɯ', 'S', 'l', 'i', 'S', 's', 'a', 'ʁ', 'n', 'ɤ', 't']	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'z', 'r', 'ɯ', 'ɣ', 'S', 'n', 'ɯ', 'S', 'l', 'i', 'S', 's', 'a', 'ʁ', 'n', 'ɤ', 't']	1.0	1.0	1.0	1.0
nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	nɯnɯnɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	['n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'k', 'ɯ', 'n', 'ɯ', 'n', 'a', 'S', 'p', 'j', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['n', 'ɯ', 'n', 'ɯ', '*', 'n', 'ɯ', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'u', 'k', 'ɯ', 'n', 'ɯ', 'n', 'a', 'S', 'p', 'j', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.946	0.95	0.993	0.9878048780487805
tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	['t', 'u', 'ʁ', 'n', 'd', 'i', 'S', 'p', 'j', 'ɯ', 's', 'a', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	['t', 'u', 'ʁ', 'n', 'd', 'i', 'S', 'p', 'j', 'ɯ', 's', 'a', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
si nɯ apɯndzur qhe 	si nɯ apɯmdzo qhea	['s', 'i', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɯ', 'n', 'd', 'z', 'u', 'r', 'S', 'q', 'h', 'e', 'S']	['s', 'i', 'S', 'n', 'ɯ', 'S', 'a', 'p', 'ɯ', 'm', 'd', 'z', '*', 'o', 'S', 'q', 'h', 'e', 'a']	0.658	0.794	0.838	0.8888888888888888
longtou ɯpɤrthɤβ ri nɯro ki ʑo tustunɯ ra	longthu pɤrthɤβ ri nɯroki ʑo tustunɯ ra	['l', 'o', 'n', 'g', 't', 'o', 'u', 'S', 'ɯ', 'p', 'ɤ', 'r', 't', 'h', 'ɤ', 'β', 'S', 'r', 'i', 'S', 'n', 'ɯ', 'r', 'o', 'S', 'k', 'i', 'S', 'ʑ', 'o', 'S', 't', 'u', 's', 't', 'u', 'n', 'ɯ', 'S', 'r', 'a']	['l', 'o', 'n', 'g', 't', 'h', 'u', 'S', '*', 'p', 'ɤ', 'r', 't', 'h', 'ɤ', 'β', 'S', 'r', 'i', 'S', 'n', 'ɯ', 'r', 'o', '*', 'k', 'i', 'S', 'ʑ', 'o', 'S', 't', 'u', 's', 't', 'u', 'n', 'ɯ', 'S', 'r', 'a']	0.908	0.921	0.962	0.9620253164556962
sɯŋgɯ ri kurɤʑi ɕti tɕe 	sɯŋgɯ kurɤʑi ɕti tɕe	['s', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'r', 'i', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e', 'S']	['s', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', '*', '*', '*', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɕ', 't', 'i', 'S', 't', 'ɕ', 'e', '*']	0.881	0.933	0.918	0.9069767441860465
χsɯɣjɤn tɤatɕhɯza tɕe tɕendɤre nɯ spjaŋkɯ ɲɯβzea ŋu tɕe	χsɯjɤn ta tɕhɯza tɕe tɕendɤre spjaŋkɯ ɲɯβzea ŋu tɕe	['χ', 's', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 't', 'ɤ', 'a', 't', 'ɕ', 'h', 'ɯ', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 's', 'p', 'j', 'a', 'ŋ', 'k', 'ɯ', 'S', 'ɲ', 'ɯ', 'β', 'z', 'e', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['χ', 's', 'ɯ', '*', 'j', 'ɤ', 'n', 'S', 't', 'a', 'S', 't', 'ɕ', 'h', 'ɯ', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', '*', '*', '*', 'S', 's', 'p', 'j', 'a', 'ŋ', 'k', 'ɯ', 'S', 'ɲ', 'ɯ', 'β', 'z', 'e', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.875	0.94	0.903	0.9428571428571428
kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	['k', 'ɤ', 't', 'a', 'ʁ', 'S', 'k', 'ɤ', '́', 'w', 'ɣ', 't', 'h', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['k', 'ɤ', 't', 'a', 'ʁ', 'S', 'k', 'ɤ', '́', 'w', 'ɣ', 't', 'h', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	1.0	1.0	1.0	1.0
tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo ɯsɤtɕha nɯ tɕu nɤki yalishan kɤti nɯnɯtɕu	tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo sɤtɕha nɯtɕu nɤki yalishan kɤti nɯnɯtɕu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ʑ', 'm', 'b', 'r', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 't', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', 'ɯ', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'y', 'a', 'l', 'i', 's', 'h', 'a', 'n', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 't', 'ɕ', 'u']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ʑ', 'm', 'b', 'r', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 't', 'o', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'ɕ', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ɯ', 'ʑ', 'o', 'S', '*', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'y', 'a', 'l', 'i', 's', 'h', 'a', 'n', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 't', 'ɕ', 'u']	0.956	0.96	0.993	0.9877300613496932
ɲɤlɤt tɕe tɕendɤre iɕqha nɯ 	ɲɤlɤt tɕe tɕendɤre iɕqha nɯ	['ɲ', 'ɤ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S']	['ɲ', 'ɤ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', '*']	0.931	0.938	0.988	0.9814814814814815
ɯku ɯtaʁ kutɯtɯɣ ʑo tɕe tɕendɤre	ra ɲɤsɯso ri ɯku ɯtaʁ kɯtɯtɯɣ ʑo tɕe tɕendɤre	['*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'ɯ', 'k', 'u', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'u', 't', 'ɯ', 't', 'ɯ', 'ɣ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['r', 'a', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 's', 'o', 'S', 'r', 'i', 'S', 'ɯ', 'k', 'u', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'k', 'ɯ', 't', 'ɯ', 't', 'ɯ', 'ɣ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.687	0.706	0.925	0.8157894736842105
nɯ ɯtaʁ nɯtɕu iɕqha pjɯrɯ chonɤ rɯnbotɕhi nɯra kundzoʁ ɲɯŋgrɤl tɕe tɕe iɕqha 	nɯ ɯtaʁ nɯtɕu iɕqha pjɯrɯ chondɤ rɯnbotɕhi nɯra kundzoʁ ɲɯŋgrɤl tɕe tɕe iɕqha	['n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'p', 'j', 'ɯ', 'r', 'ɯ', 'S', 'c', 'h', 'o', 'n', '*', 'ɤ', 'S', 'r', 'ɯ', 'n', 'b', 'o', 't', 'ɕ', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S']	['n', 'ɯ', 'S', 'ɯ', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'p', 'j', 'ɯ', 'r', 'ɯ', 'S', 'c', 'h', 'o', 'n', 'd', 'ɤ', 'S', 'r', 'ɯ', 'n', 'b', 'o', 't', 'ɕ', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'u', 'n', 'd', 'z', 'o', 'ʁ', 'S', 'ɲ', 'ɯ', 'ŋ', 'g', 'r', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', '*']	0.949	0.944	0.96	0.9869281045751634
ki sakaβ ɯrkɯ nɯtɕu si ɯɣɤ́ʑu toti	ki saka ɯrkɯ tɯ tɕe si ɣɤʑu toti	['k', 'i', 'S', 's', 'a', 'k', 'a', 'β', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 's', 'i', 'S', 'ɯ', 'ɣ', 'ɤ', '́', 'ʑ', 'u', 'S', 't', 'o', 't', 'i']	['k', 'i', 'S', 's', 'a', 'k', 'a', '*', 'S', 'ɯ', 'r', 'k', 'ɯ', 'S', 't', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 'i', 'S', '*', 'ɣ', 'ɤ', '*', 'ʑ', 'u', 'S', 't', 'o', 't', 'i']	0.7	0.874	0.75	0.9076923076923077
tɕe nɯnɯ ndʑɯrwɯz ŋu	tɕe nɯnɯ ndʑɯrwɯz ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'd', 'ʑ', 'ɯ', 'r', 'w', 'ɯ', 'z', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'd', 'ʑ', 'ɯ', 'r', 'w', 'ɯ', 'z', 'S', 'ŋ', 'u']	1.0	1.0	1.0	1.0
