Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
tʰi˩˥ dɑ˧pɤ˧ ʈʂʰɯ˧v̩˧ɳɯ˩ ɖɯ˧ʑi˩ɖɯ˩ʑi˩ mv̩˧ɻwæ˧kv̩˩ze˩	tʰi˩˥ dɑ˧pɤ˧ ʈʂʰɯ˧v̩˧ɳɯ˧ ɖɯ˧ʑi˩ɖɯ˩ʑi˩ mv̩˧ɻæ˩kv̩˩ze˩mæ˩	tʰi dɑpɤ ʈʂʰɯv̩ɳɯ ɖɯʑiɖɯʑi mv̩ɻwækv̩ze	tʰi dɑpɤ ʈʂʰɯv̩ɳɯ ɖɯʑiɖɯʑi mv̩ɻækv̩zemæ	['tʰi', 'dɑpɤ', 'ʈʂʰɯv̩ɳɯ', 'ɖɯʑiɖɯʑi', 'mv̩ɻwækv̩ze']	['tʰi', 'dɑpɤ', 'ʈʂʰɯv̩ɳɯ', 'ɖɯʑiɖɯʑi', 'mv̩ɻækv̩zemæ']	0	0.961038961038961	[1.0, 1.0, 1.0, 1.0, 0.8695652173913043]	0.9739130434782609
tʰi˩˥ ə˧ʑi˧˥ ʁɑ˩mi˧ njɤ˧ tso˩bi˩zo˩ʝi˩˥ ʁɑ˩mi˧ tʰi˩˥ qʰɑ˩ne˩˥ tso˩bi˩˥ pi˧tsɯ˩ mv̩˩	tʰi˩˥ ə˧ʑi˧˥ ʁɑ˩mi˧ njɤ˧ tso˧bi˧ zo˩ʝi˥ ʁɑ˩mi˧ tʰi˩˥ qʰɑ˩ne˩˥ tso˩bi˩˥ pi˧tsɯ˩ mv̩˩	tʰi əʑi ʁɑmi njɤ tsobizoʝi ʁɑmi tʰi qʰɑne tsobi pitsɯ mv̩	tʰi əʑi ʁɑmi njɤ tsobi zoʝi ʁɑmi tʰi qʰɑne tsobi pitsɯ mv̩	['tʰi', 'əʑi', 'ʁɑmi', 'njɤ', 'tsobizoʝi', 'ʁɑmi', 'tʰi', 'qʰɑne', 'tsobi', 'pitsɯ', 'mv̩']	['tʰi', 'əʑi', 'ʁɑmi', 'njɤ', 'tsobi', 'zoʝi', 'ʁɑmi', 'tʰi', 'qʰɑne', 'tsobi', 'pitsɯ', 'mv̩']	1	0.991304347826087	[1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0.25, 0.2857142857142857, 0.25, 0.0, 0.4, 0.0]	0.5363636363636364
ə˧dɑ˧ no˧ qʰɑ˩ne˩ʝi˥tso˩ɲi˩ ʈʂʰɯ˧ne˧ʝi˥se˩ hɑ˧ʐwɤ˩zo	ə˧dɑ˥ɳɯ˩ qʰɑ˩ne˩ʝi˥tso˧ɲi˩ ʈʂʰɯ˧ne˧ʝi˥se˩ hɑ˧ʐwɤ˩zo˩	ədɑ no qʰɑneʝitsoɲi ʈʂʰɯneʝise hɑʐwɤzo	ədɑɳɯ qʰɑneʝitsoɲi ʈʂʰɯneʝise hɑʐwɤzo	['ədɑ', 'no', 'qʰɑneʝitsoɲi', 'ʈʂʰɯneʝise', 'hɑʐwɤzo']	['ədɑɳɯ', 'qʰɑneʝitsoɲi', 'ʈʂʰɯneʝise', 'hɑʐwɤzo']	-1	0.9333333333333333	[0.75, 0.2857142857142857, 0.5454545454545454, 0.0, 0.0]	0.3162337662337662
ʈʂʰɯ˧ɲi˥kv̩˩qo˩ kʰɯ˧le˧po˧tsʰɯ˧˥ mv̩˩zɯ˩˥ tʰi˧lɑ˧˥ dʑo˩ zo˩no˥ zo˩no˥ njæ˧sɯ˩kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩ zo˩no˥ hĩ˧ɻæ˥ ʈæ˧bɤ˧ʁɑ˧ʂe˩ ə˩gi˩	ʈʂʰɯ˧ɲi˥kʰv̩˩qo˩kʰɯ˩le˧po˧tsʰɯ˧˥ mv̩˩dzɯ˩˥ tʰi˧lɑ˧˥ dʑo˩ zo˩no˥ zo˩no˥ njæ˧sɯ˩kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩ zo˩no˥ hĩ˧ɻæ˥ ʈæ˧bɤ˧ʁɑ˧ʂe˩ ə˩gi˩	ʈʂʰɯɲikv̩qo kʰɯlepotsʰɯ mv̩zɯ tʰilɑ dʑo zono zono njæsɯkv̩ əʝiʂɯʝi zono hĩɻæ ʈæbɤʁɑʂe əgi	ʈʂʰɯɲikʰv̩qokʰɯlepotsʰɯ mv̩dzɯ tʰilɑ dʑo zono zono njæsɯkv̩ əʝiʂɯʝi zono hĩɻæ ʈæbɤʁɑʂe əgi	['ʈʂʰɯɲikv̩qo', 'kʰɯlepotsʰɯ', 'mv̩zɯ', 'tʰilɑ', 'dʑo', 'zono', 'zono', 'njæsɯkv̩', 'əʝiʂɯʝi', 'zono', 'hĩɻæ', 'ʈæbɤʁɑʂe', 'əgi']	['ʈʂʰɯɲikʰv̩qokʰɯlepotsʰɯ', 'mv̩dzɯ', 'tʰilɑ', 'dʑo', 'zono', 'zono', 'njæsɯkv̩', 'əʝiʂɯʝi', 'zono', 'hĩɻæ', 'ʈæbɤʁɑʂe', 'əgi']	-1	0.9834254143646409	[0.6470588235294118, 0.11764705882352941, 0.0, 0.0, 0.2857142857142857, 1.0, 0.16666666666666666, 0.13333333333333333, 0.0, 0.0, 0.15384615384615385, 0.0, 0.0]	0.1926358709164139
ʂe˧ʐe˧ ɖɯ˧ʐe˥ ʂe˧sɑ˩ ɖɯ˧sɑ˧˥ əʐɯ˧ɖɯ˧kɤ˩ əəə…pɤ˩jɤ˧ɖɯ˧qo˧ho˩ dze˧ pɤ˩jɤ˧ ʈʂwæ˧ʈʂwæ˧ ɖɯ˧qo˧ho˩ tʰi˩˥ le˧pɤ˥pɤ˩	ʂe˧ʐe˧ɖɯ˧ʐɯ˧˥ ʂe˧sɑ˩ ɖɯ˧sɑ˥ əʐɯ˧ ɖɯ˧kɤ˩ əə…pɤ˩jɤ˧˥ ɖɯ˧qo˥ho˩ dze˧ pɤ˩jɤ˧˥ ʈʂwæ˩ʈʂwæ˧˥ ɖɯ˧qo˧ho˩ tʰi˩˥ le˧pɤ˥pɤ˩	ʂeʐe ɖɯʐe ʂesɑ ɖɯsɑ əʐɯɖɯkɤ əəə…pɤjɤɖɯqoho dze pɤjɤ ʈʂwæʈʂwæ ɖɯqoho tʰi lepɤpɤ	ʂeʐeɖɯʐɯ ʂesɑ ɖɯsɑ əʐɯ ɖɯkɤ əə…pɤjɤ ɖɯqoho dze pɤjɤ ʈʂwæʈʂwæ ɖɯqoho tʰi lepɤpɤ	['ʂeʐe', 'ɖɯʐe', 'ʂesɑ', 'ɖɯsɑ', 'əʐɯɖɯkɤ', 'əəə…pɤjɤɖɯqoho', 'dze', 'pɤjɤ', 'ʈʂwæʈʂwæ', 'ɖɯqoho', 'tʰi', 'lepɤpɤ']	['ʂeʐeɖɯʐɯ', 'ʂesɑ', 'ɖɯsɑ', 'əʐɯ', 'ɖɯkɤ', 'əə…pɤjɤ', 'ɖɯqoho', 'dze', 'pɤjɤ', 'ʈʂwæʈʂwæ', 'ɖɯqoho', 'tʰi', 'lepɤpɤ']	1	0.9615384615384616	[0.6666666666666666, 0.25, 0.5, 0.2857142857142857, 0.7272727272727273, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.25802669552669555
ə˧ʝi˧ʂɯ˥ʝi˩ le˧go˩ le˧go˩ le˧go˩ le˧go˩dʑo˩ tsʰi˧ɲi˧ le˧go˩ ʈʂʰæ˧ɣɯ˧mɤ˧dʑo˧ hu˧mi˧ʈʂʰæ˧ɣɯ˧mɤ˧dʑo˧ ə˩gi˩	ə˧ʝi˧ʂɯ˥ʝi˩ le˧go˩ le˧go˩ le˧go˩ le˧wgo˩dʑo˩ tsʰi˧ɲi˧ le˧go˩ ʈʂʰæ˧ɣɯ˧mɤ˧dʑo˧ hu˧mi˧ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ ə˩gi˩	əʝiʂɯʝi lego lego lego legodʑo tsʰiɲi lego ʈʂʰæɣɯmɤdʑo humiʈʂʰæɣɯmɤdʑo əgi	əʝiʂɯʝi lego lego lego lewgodʑo tsʰiɲi lego ʈʂʰæɣɯmɤdʑo humiʈʂʰæɣɯ mɤdʑo əgi	['əʝiʂɯʝi', 'lego', 'lego', 'lego', 'legodʑo', 'tsʰiɲi', 'lego', 'ʈʂʰæɣɯmɤdʑo', 'humiʈʂʰæɣɯmɤdʑo', 'əgi']	['əʝiʂɯʝi', 'lego', 'lego', 'lego', 'lewgodʑo', 'tsʰiɲi', 'lego', 'ʈʂʰæɣɯmɤdʑo', 'humiʈʂʰæɣɯ', 'mɤdʑo', 'əgi']	1	0.9866666666666667	[1.0, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 0.8, 0.0]	0.8733333333333333
kv̩˧tʰv̩˧ õ˧bv̩˥õ˩le˩tv̩˩ ɖɯ˧ʑi˩ɳɯ˩ kv̩˧ ɲi˧ɭɯ˧so˩ɭɯ˩po˩ ɖɯ˧v̩˧tʰi˧tɕɤ˧˥	kv̩˧tɕʰo˧ õ˧bv̩˥õ˩ le˧tv̩˧˥ ɖɯ˧ʑi˩ɳɯ˩kv̩˩˥ ɲi˧ɭɯ˧so˧ɭɯ˩po˩ ɖɯ˧wɤ˧ tʰi˧tɕɤ˧˥	kv̩tʰv̩ õbv̩õletv̩ ɖɯʑiɳɯ kv̩ ɲiɭɯsoɭɯpo ɖɯv̩tʰitɕɤ	kv̩tɕʰo õbv̩õ letv̩ ɖɯʑiɳɯkv̩ ɲiɭɯsoɭɯpo ɖɯwɤ tʰitɕɤ	['kv̩tʰv̩', 'õbv̩õletv̩', 'ɖɯʑiɳɯ', 'kv̩', 'ɲiɭɯsoɭɯpo', 'ɖɯv̩tʰitɕɤ']	['kv̩tɕʰo', 'õbv̩õ', 'letv̩', 'ɖɯʑiɳɯkv̩', 'ɲiɭɯsoɭɯpo', 'ɖɯwɤ', 'tʰitɕɤ']	1	0.897196261682243	[0.7142857142857143, 0.7368421052631579, 0.0, 0.5, 1.0, 0.42857142857142855]	0.5632832080200502
tʰi˧dʑo˧ tʰi˧wɤ˧ wɤ˧mɤ˧kv̩˩lɑ˩ tʰi˧ʂe˧ tʰi˧kʰɤ˧ɕjɤ˧ɻ˧ɲi˥jɤjɤ	tʰi˧dʑo˧ tʰi˧wɤ˧ wɤ˧mɤ˧kv̩˩lɑ˩ tʰi˧ʂe˧ tʰi˧kʰɤ˧ɕjɤ˧ɻ˧ɲi˥jɤ	tʰidʑo tʰiwɤ wɤmɤkv̩lɑ tʰiʂe tʰikʰɤɕjɤɻɲijɤjɤ	tʰidʑo tʰiwɤ wɤmɤkv̩lɑ tʰiʂe tʰikʰɤɕjɤɻɲijɤ	['tʰidʑo', 'tʰiwɤ', 'wɤmɤkv̩lɑ', 'tʰiʂe', 'tʰikʰɤɕjɤɻɲijɤjɤ']	['tʰidʑo', 'tʰiwɤ', 'wɤmɤkv̩lɑ', 'tʰiʂe', 'tʰikʰɤɕjɤɻɲijɤ']	0	0.9772727272727273	[1.0, 1.0, 1.0, 1.0, 0.9333333333333333]	0.9866666666666667
hĩ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩dʑo˩ɲi˥tsɯ˩mv̩˩ tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ ʈʂʰɯ˧dʑo˩ zo˩no˥ pʰe˧ ʈʂʰɯ˧ɻ̍˩se˩ mi˩zɯ˩dʑo˩˥ se˩ ɖwæ˩mɤ˧zo˧ ʂɯ˧ɬi˧mi˧mo˧ɖʐv̩˥ne˩ ɖʐv̩˧kv̩˧mæ˩ pi˧	hĩ˧ʈʂʰɯ˧ qʰɑ˩jɤ˩dʑo˩ɲi˥tsɯ˩ mv̩˩ tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ ʈʂʰɯ˧dʑo˩ zo˩no˥ pʰe˧ ʈʂʰɯ˧ɻ̍se˩ mi˩zɯ˩dʑo˩˥se˩ ɖwɯ˧mɤ˥zo˧ ʂɯ˧ɬi˧mi˧mo˧ɖʐv̩˥ni˩ ɖʐv̩˧kv̩˩mæ˩ pi˧	hĩʈʂʰɯ qʰɑjɤdʑoɲitsɯmv̩ tʰi ʈʂʰɯneʝi ʈʂʰɯdʑo zono pʰe ʈʂʰɯɻ̍se mizɯdʑo se ɖwæmɤzo ʂɯɬimimoɖʐv̩ne ɖʐv̩kv̩mæ pi	hĩʈʂʰɯ qʰɑjɤdʑoɲitsɯ mv̩ tʰi ʈʂʰɯneʝi ʈʂʰɯdʑo zono pʰe ʈʂʰɯɻ̍se mizɯdʑose ɖwɯmɤzo ʂɯɬimimoɖʐv̩ni ɖʐv̩kv̩mæ pi	['hĩʈʂʰɯ', 'qʰɑjɤdʑoɲitsɯmv̩', 'tʰi', 'ʈʂʰɯneʝi', 'ʈʂʰɯdʑo', 'zono', 'pʰe', 'ʈʂʰɯɻ̍se', 'mizɯdʑo', 'se', 'ɖwæmɤzo', 'ʂɯɬimimoɖʐv̩ne', 'ɖʐv̩kv̩mæ', 'pi']	['hĩʈʂʰɯ', 'qʰɑjɤdʑoɲitsɯ', 'mv̩', 'tʰi', 'ʈʂʰɯneʝi', 'ʈʂʰɯdʑo', 'zono', 'pʰe', 'ʈʂʰɯɻ̍se', 'mizɯdʑose', 'ɖwɯmɤzo', 'ʂɯɬimimoɖʐv̩ni', 'ɖʐv̩kv̩mæ', 'pi']	0	0.9727272727272728	[1.0, 0.896551724137931, 0.0, 0.36363636363636365, 0.5333333333333333, 0.18181818181818182, 0.0, 0.36363636363636365, 0.13333333333333333, 0.36363636363636365, 0.8571428571428571, 0.9285714285714286, 1.0, 1.0]	0.5444042820890111
ə˧mi˧ɻæ˩ ɲi˧mi˧qʰæ˧ʂæ˧ pʰi˩dɑ˩˥ sɑ˧le˧ɲi˩	ə˧mi˧ɻæ˩ ɲi˧mi˧ʈʰɯqʰæ˧ʂʂæ˧ pʰi˩dɑ˧˥ sɑ˧ le˧ɲi˩	əmiɻæ ɲimiqʰæʂæ pʰidɑ sɑleɲi	əmiɻæ ɲimiʈʰɯqʰæʂʂæ pʰidɑ sɑ leɲi	['əmiɻæ', 'ɲimiqʰæʂæ', 'pʰidɑ', 'sɑleɲi']	['əmiɻæ', 'ɲimiʈʰɯqʰæʂʂæ', 'pʰidɑ', 'sɑ', 'leɲi']	1	0.9180327868852459	[1.0, 0.8181818181818182, 1.0, 0.5]	0.8295454545454546
ə˧ʝi˧ʂɯ˥ʝi˩ ɬɑ˧sɑ˧hɯ˧dʑo˥ zo˧ʈʂʰɯ˧ le˧wo˥ le˧jo˩mɤ˩kv̩˩ze˩tsɯ˩ mv̩	ə˧ʝi˧ʂɯ˥ʝi˩ ɬɑ˧sɑ˧hɯ˧dʑo˥ zo˧ʈʂʰɯ˧ le˧wo˥ le˧jo˩mɤ˩kv̩˩ze˩tsɯ˩ mv̩˩	əʝiʂɯʝi ɬɑsɑhɯdʑo zoʈʂʰɯ lewo lejomɤkv̩zetsɯ mv̩	əʝiʂɯʝi ɬɑsɑhɯdʑo zoʈʂʰɯ lewo lejomɤkv̩zetsɯ mv̩	['əʝiʂɯʝi', 'ɬɑsɑhɯdʑo', 'zoʈʂʰɯ', 'lewo', 'lejomɤkv̩zetsɯ', 'mv̩']	['əʝiʂɯʝi', 'ɬɑsɑhɯdʑo', 'zoʈʂʰɯ', 'lewo', 'lejomɤkv̩zetsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
no˧mɤ˧dʑo˧ njɤ˧ki˧ki˩ njɤ˧mɤ˧dʑo˧ no˧ki˧ki˩	no˧ mɤ˧dʑo˧ njɤ˧ki˧ki˩ njɤ˧mɤ˧dʑo˧ no˧ki˧ki˩	nomɤdʑo njɤkiki njɤmɤdʑo nokiki	no mɤdʑo njɤkiki njɤmɤdʑo nokiki	['nomɤdʑo', 'njɤkiki', 'njɤmɤdʑo', 'nokiki']	['no', 'mɤdʑo', 'njɤkiki', 'njɤmɤdʑo', 'nokiki']	1	0.9841269841269841	[0.4444444444444444, 0.16666666666666666, 0.4, 0.2857142857142857]	0.3242063492063492
zo˩no˥ to˩mi˩˥ ɑ˩ʁo˧ to˩mi˩˥ ə˧mɑ˧ki˩ tʰi˧di˩mɤ˩di˩ ə˩gi˩ m	zo˩no˥ to˩mi˩˥ ɑ˩ʁo˧ to˩mi˥ ə˧mɑ˧ki˩ tʰi˧di˩mɤ˩di˩ ə˩gi˩ hĩ	zono tomi ɑʁo tomi əmɑki tʰidimɤdi əgi m	zono tomi ɑʁo tomi əmɑki tʰidimɤdi əgi hĩ	['zono', 'tomi', 'ɑʁo', 'tomi', 'əmɑki', 'tʰidimɤdi', 'əgi', 'm']	['zono', 'tomi', 'ɑʁo', 'tomi', 'əmɑki', 'tʰidimɤdi', 'əgi', 'hĩ']	0	0.9512195121951219	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]	0.875
wɤ˩˥ ʐɯ˧ ɖɯ˧ʈʰɤ˥tʰi˩kʰɯ˩ dɑ˧pɤ˧ tʰv̩˧v̩˧ɳɯ˩ le˧ʈʂʰo˥ le˧ʈʂʰo˥	wɤ˩˥ ɖʐɯ˧ ɖɯ˧ʈʰɤ˥tʰi˩kʰɯ˩ dɑ˧pɤ˧ tʂʰɯ˧v̩˧ɳɯ˩ le˧ʈʂʰo˧ le˧ʈʂʰo˧	wɤ ʐɯ ɖɯʈʰɤtʰikʰɯ dɑpɤ tʰv̩v̩ɳɯ leʈʂʰo leʈʂʰo	wɤ ɖʐɯ ɖɯʈʰɤtʰikʰɯ dɑpɤ tʂʰɯv̩ɳɯ leʈʂʰo leʈʂʰo	['wɤ', 'ʐɯ', 'ɖɯʈʰɤtʰikʰɯ', 'dɑpɤ', 'tʰv̩v̩ɳɯ', 'leʈʂʰo', 'leʈʂʰo']	['wɤ', 'ɖʐɯ', 'ɖɯʈʰɤtʰikʰɯ', 'dɑpɤ', 'tʂʰɯv̩ɳɯ', 'leʈʂʰo', 'leʈʂʰo']	0	0.945054945054945	[1.0, 0.8, 1.0, 1.0, 0.75, 1.0, 1.0]	0.9357142857142857
əəə…ə˧zɯ˩ tsʰi˧qʰæ˧˥dʑo˩ tɕʰi˧mɤ˧bi˧ze˧ le˧wo˥ le˧bi˩ze˩ pi˧zo˩ ə˧mi˧lɑ˧ mv̩˩lɑ˥ tʰi˩˥ di˩li˩ʁo˩bv̩˥ʈʂʰɯ˩ ɖɯ˧v̩˧ɖɯ˧kɖɯ˧v̩˧ɖɯ˧kʰɤ˧ɖʐɤ˥ le˧po˧tsʰɯ˧ɲi˥tsɯ˩ mv̩	əə…ə˧zɯ˩ tsʰi˧qʰæ˧˥ dʑo˩ tɕʰi˧mɤ˧bi˧ze˧ le˧wo˥le˩bi˩ze˩ pi˧zo˩ ə˧mi˧lɑ˧ mv̩˩lɑ˥ tʰi˩˥ di˩li˩ʁo˩bv̩˥ tʰv̩˩v̩˩ ɖɯ˧v̩˧ ɖɯɖɯ˧v̩˧ɖɯ˧kʰɤ˧ɖʐɤ˥ le˧po˧tsʰɯ˧ɲi˥tsɯ˩ mv̩˩	əəə…əzɯ tsʰiqʰædʑo tɕʰimɤbize lewo lebize pizo əmilɑ mv̩lɑ tʰi diliʁobv̩ʈʂʰɯ ɖɯv̩ɖɯkɖɯv̩ɖɯkʰɤɖʐɤ lepotsʰɯɲitsɯ mv̩	əə…əzɯ tsʰiqʰæ dʑo tɕʰimɤbize lewolebize pizo əmilɑ mv̩lɑ tʰi diliʁobv̩ tʰv̩v̩ ɖɯv̩ ɖɯɖɯv̩ɖɯkʰɤɖʐɤ lepotsʰɯɲitsɯ mv̩	['əəə…əzɯ', 'tsʰiqʰædʑo', 'tɕʰimɤbize', 'lewo', 'lebize', 'pizo', 'əmilɑ', 'mv̩lɑ', 'tʰi', 'diliʁobv̩ʈʂʰɯ', 'ɖɯv̩ɖɯkɖɯv̩ɖɯkʰɤɖʐɤ', 'lepotsʰɯɲitsɯ', 'mv̩']	['əə…əzɯ', 'tsʰiqʰæ', 'dʑo', 'tɕʰimɤbize', 'lewolebize', 'pizo', 'əmilɑ', 'mv̩lɑ', 'tʰi', 'diliʁobv̩', 'tʰv̩v̩', 'ɖɯv̩', 'ɖɯɖɯv̩ɖɯkʰɤɖʐɤ', 'lepotsʰɯɲitsɯ', 'mv̩']	2	0.9391304347826087	[0.9230769230769231, 0.8235294117647058, 0.0, 0.14285714285714285, 0.75, 1.0, 1.0, 1.0, 1.0, 0.8181818181818182, 0.32, 0.11764705882352941, 0.23529411764705882]	0.6254297286423983
dʑɯ˩ʁo˩di˥hĩ˩ v̩˩tsʰɤ˧˥ jɤ˧˥ vwo˩˥ õ˧ʈʂʰɯ˧lɑ˩dʑo˩ tʰi˩˥	dʑɯ˩ʁo˩di˩hĩ˥ v̩˩tsʰɤ˧˥ jɤ˥ …wo˩˥ õ˧ʈʂʰɯ˧lɑ˩dʑo˩ tʰi˩˥	dʑɯʁodihĩ v̩tsʰɤ jɤ vwo õʈʂʰɯlɑdʑo tʰi	dʑɯʁodihĩ v̩tsʰɤ jɤ …wo õʈʂʰɯlɑdʑo tʰi	['dʑɯʁodihĩ', 'v̩tsʰɤ', 'jɤ', 'vwo', 'õʈʂʰɯlɑdʑo', 'tʰi']	['dʑɯʁodihĩ', 'v̩tsʰɤ', 'jɤ', '…wo', 'õʈʂʰɯlɑdʑo', 'tʰi']	0	0.975	[1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]	0.9444444444444444
wo˩ɳɯ˥ ʈʂʰɯ˧ne˧ʝi˥ le˧ʝi˥kwɤ˩tɕɯ˩lɑ˩ tʰi˩˥ hɑ˧le˧dʑo˧ dʑi˧hṽ˧mv̩˩di˩ le˧dʑo˧	wo˩ɳɯ˥ ʈʂʰɯ˧ne˧ʝi˥ le˧ʝi˥kwɤ˩tɕɯ˩lɑ˩ tʰi˩˥ hɑ˧ le˧dʑo˧ dʑi˧hṽ˧mv̩˩di˩ le˧dʑo˩	woɳɯ ʈʂʰɯneʝi leʝikwɤtɕɯlɑ tʰi hɑledʑo dʑihṽmv̩di ledʑo	woɳɯ ʈʂʰɯneʝi leʝikwɤtɕɯlɑ tʰi hɑ ledʑo dʑihṽmv̩di ledʑo	['woɳɯ', 'ʈʂʰɯneʝi', 'leʝikwɤtɕɯlɑ', 'tʰi', 'hɑledʑo', 'dʑihṽmv̩di', 'ledʑo']	['woɳɯ', 'ʈʂʰɯneʝi', 'leʝikwɤtɕɯlɑ', 'tʰi', 'hɑ', 'ledʑo', 'dʑihṽmv̩di', 'ledʑo']	1	0.9911504424778761	[1.0, 1.0, 1.0, 1.0, 0.4444444444444444, 0.25, 0.25]	0.7063492063492064
ə˧lɑ˧ʁwɤ˧ hĩ˧dzi˧kʰɯ˥dʑo˩ tʰi˩˥ zo˩no˥ ə˧lɑ˧tʰɑ˧mi˧ɻ̍˥ ə˧ʝi˧ʂɯ˥ʝi˩ hĩ˧mo˥hĩ˩dʑo˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩tsɯ˩ mv̩˩	ə˧lɑ˧ʁwɤ˧hĩ˧ dʑɯ˧kʰɯ˥dʑo˩ tʰi˩˥ zo˩no˥ ə˧lɑ˧tʰɑ˧mi˧ɻ̍˥ ə˧ʝi˧ʂɯ˥ʝi˩ hĩ˧mo˥hĩ˩dʑo˩ zo˧mv̩˥ mɤ˧dʑo˩ɲi˩tsɯ˩ mv̩˩	əlɑʁwɤ hĩdzikʰɯdʑo tʰi zono əlɑtʰɑmiɻ̍ əʝiʂɯʝi hĩmohĩdʑo zomv̩ mɤdʑoɲitsɯ mv̩	əlɑʁwɤhĩ dʑɯkʰɯdʑo tʰi zono əlɑtʰɑmiɻ̍ əʝiʂɯʝi hĩmohĩdʑo zomv̩ mɤdʑoɲitsɯ mv̩	['əlɑʁwɤ', 'hĩdzikʰɯdʑo', 'tʰi', 'zono', 'əlɑtʰɑmiɻ̍', 'əʝiʂɯʝi', 'hĩmohĩdʑo', 'zomv̩', 'mɤdʑoɲitsɯ', 'mv̩']	['əlɑʁwɤhĩ', 'dʑɯkʰɯdʑo', 'tʰi', 'zono', 'əlɑtʰɑmiɻ̍', 'əʝiʂɯʝi', 'hĩmohĩdʑo', 'zomv̩', 'mɤdʑoɲitsɯ', 'mv̩']	0	0.9625	[0.8, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9466666666666667
ɖʐe˧ dʑɤ˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	ɖʐe˧tɕɤ˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	ɖʐe dʑɤ ɖɯmɤkv̩tsɯ mv̩	ɖʐetɕɤ ɖɯmɤkv̩tsɯ mv̩	['ɖʐe', 'dʑɤ', 'ɖɯmɤkv̩tsɯ', 'mv̩']	['ɖʐetɕɤ', 'ɖɯmɤkv̩tsɯ', 'mv̩']	-1	0.8837209302325582	[0.6666666666666666, 0.15384615384615385, 0.46153846153846156, 0.0]	0.3205128205128205
hɑ˩ʂɯ˧ dzɯ˧ɲi˥mæ˩	ʁɑ˩ʂæ˧ dzɯ˧ɲi˥mæ˩	hɑʂɯ dzɯɲimæ	ʁɑʂæ dzɯɲimæ	['hɑʂɯ', 'dzɯɲimæ']	['ʁɑʂæ', 'dzɯɲimæ']	0	0.8333333333333334	[0.5, 1.0]	0.75
dʑɯ˩nɑ˩mi˩ʁo˩ɳɯ˥ ɖɯ˧gɤ˧˥ ɖɯ˧gɤ˧˥ ɖɯ˧gɤ˧˥ ɖɯ˧gɤ˧ɳɯ˥ ɑ˩ʁo˧kʰi˥qʰv̩˩ no˩qo˥tʰv̩˩ɲi˩ qʰwɤ˧tsʰi˩ no˩qo˥kʰɯ˩ɲi˩wɤ˩	dʑɯ˩nɑ˩mi˩ʁo˥ɳɯ˩ ɖɯ˧gɤ˧ɖɯ˧gɤ˧ ɖɯ˧gɤ˧ ɖɯ˧gɤ˧ɳɯ˧ ɑ˩ʁo˧kʰi˩qʰɑ˩nɑ˩qo˩tʰv̩˩˩ qʰwɤ˧tɕɯ˩no˩qo˥kʰɯ˩zo˩	dʑɯnɑmiʁoɳɯ ɖɯgɤ ɖɯgɤ ɖɯgɤ ɖɯgɤɳɯ ɑʁokʰiqʰv̩ noqotʰv̩ɲi qʰwɤtsʰi noqokʰɯɲiwɤ	dʑɯnɑmiʁoɳɯ ɖɯgɤɖɯgɤ ɖɯgɤ ɖɯgɤɳɯ ɑʁokʰiqʰɑnɑqotʰv̩ qʰwɤtɕɯnoqokʰɯzo	['dʑɯnɑmiʁoɳɯ', 'ɖɯgɤ', 'ɖɯgɤ', 'ɖɯgɤ', 'ɖɯgɤɳɯ', 'ɑʁokʰiqʰv̩', 'noqotʰv̩ɲi', 'qʰwɤtsʰi', 'noqokʰɯɲiwɤ']	['dʑɯnɑmiʁoɳɯ', 'ɖɯgɤɖɯgɤ', 'ɖɯgɤ', 'ɖɯgɤɳɯ', 'ɑʁokʰiqʰɑnɑqotʰv̩', 'qʰwɤtɕɯnoqokʰɯzo']	-3	0.8531468531468531	[1.0, 0.6666666666666666, 1.0, 0.8, 0.0, 0.23076923076923078, 0.0, 0.0, 0.0]	0.41082621082621085
